,y,y.donor.oriented,i_ID,j_ID,ij_dyad_ID,k_ID,l_ID,kl_dyad_ID,il_ID,jk_ID,i_age,j_age,i_sex,j_sex,i_bmi,j_bmi,i_skin,j_skin,k_wealth,l_wealth,ij_god_relation,ij_deg_r,ij_affinal_r,kl_avg_interhouse_R,kl_sd_interhouse_R,kl_distance,kl_affair,i_avg_community_r,j_avg_community_r
4048,0,0,41,93,3552,22,30,471,1310,2966,26,31,M,M,25.42947459,22.61451166,50.2,47.3,0.17186,0.566279999,0,0.0078125,0,0.004718684,0.004556384,121.6552506,ref,0.039941767,0.07362056
9561,0,0,93,41,3552,30,22,471,2966,1310,31,26,M,M,22.61451166,25.42947459,47.3,50.2,0.566279999,0.17186,0,0.0078125,0,0.004718684,0.004556384,121.6552506,ref,0.07362056,0.039941767
4049,NA,0,41,94,3553,22,9,242,1289,2998,26,19,M,F,25.42947459,24.68153722,50.2,44.8,0.17186,1.118810005,0,0.0078125,0,0.006438874,0.00481485,180.0805375,ref,0.039941767,0.075898005
9668,0,NA,94,41,3553,9,22,242,2998,1289,19,26,F,M,24.68153722,25.42947459,44.8,50.2,1.118810005,0.17186,0,0.0078125,0,0.006438874,0.00481485,180.0805375,ref,0.075898005,0.039941767
4064,1,1,41,95,3554,22,22,463,1302,3030,26,18,M,F,25.42947459,22.04278285,50.2,45.7,0.17186,0.17186,0,0.5,0,NA,NA,0,ref,0.039941767,0.040864276
11273,1,0,95,41,3554,22,22,463,3030,1302,18,26,F,M,22.04278285,25.42947459,45.7,50.2,0.17186,0.17186,0,0.5,0,NA,NA,0,ref,0.040864276,0.039941767
4050,0,0,41,96,3555,22,32,473,1312,3062,26,33,M,F,25.42947459,22.6849514,50.2,50.5,0.17186,0.321590001,0,0,0.015625,0.006103516,0.005130607,188.4807682,ref,0.039941767,0.017758303
9775,0,0,96,41,3555,32,22,473,3062,1312,33,26,F,M,22.6849514,25.42947459,50.5,50.2,0.321590001,0.17186,0,0,0.015625,0.006103516,0.005130607,188.4807682,ref,0.017758303,0.039941767
4051,1,1,41,97,3556,22,29,470,1309,3094,26,22,M,F,25.42947459,22.18072745,50.2,46.4,0.17186,0.1442,0,0.5,0,0.226702009,0.151512986,102.9611577,ref,0.039941767,0.043631804
9882,0,1,97,41,3556,29,22,470,3094,1309,22,26,F,M,22.18072745,25.42947459,46.4,50.2,0.1442,0.17186,0,0.5,0,0.226702009,0.151512986,102.9611577,ref,0.043631804,0.039941767
4052,0,0,41,98,3557,22,3,83,1283,3126,26,45,M,F,25.42947459,26.75921734,50.2,54.9,0.17186,0.18203,0,0.015625,0,0.006341315,0.004989824,149.8832879,ref,0.039941767,0.120488353
9989,0,0,98,41,3557,3,22,83,3126,1283,45,26,F,M,26.75921734,25.42947459,54.9,50.2,0.18203,0.17186,0,0.015625,0,0.006341315,0.004989824,149.8832879,ref,0.120488353,0.039941767
4053,0,0,41,99,3558,22,30,471,1310,3158,26,64,M,M,25.42947459,21.1079069,50.2,55.1,0.17186,0.566279999,0,0,0.015625,0.004718684,0.004556384,121.6552506,ref,0.039941767,0.018219557
10096,0,0,99,41,3558,30,22,471,3158,1310,64,26,M,M,21.1079069,25.42947459,55.1,50.2,0.566279999,0.17186,0,0,0.015625,0.004718684,0.004556384,121.6552506,ref,0.018219557,0.039941767
251,0,0,100,41,3559,1,22,22,3190,1281,24,26,M,M,26.92256151,25.42947459,52.1,50.2,0.19701,0.17186,0,0.0078125,0,0.006024249,0.005236745,72.69112738,ref,0.059552295,0.039941767
3962,0,0,41,100,3559,22,1,22,1281,3190,26,24,M,M,25.42947459,26.92256151,50.2,52.1,0.17186,0.19701,0,0.0078125,0,0.006024249,0.005236745,72.69112738,ref,0.039941767,0.059552295
4065,0,1,41,101,3560,22,22,463,1302,3222,26,25,M,M,25.42947459,19.82173467,50.2,52.1,0.17186,0.17186,0,0,0.5,NA,NA,0,ref,0.039941767,0.002998155
11380,1,0,101,41,3560,22,22,463,3222,1302,25,26,M,M,19.82173467,25.42947459,52.1,50.2,0.17186,0.17186,0,0,0.5,NA,NA,0,ref,0.002998155,0.039941767
4055,0,0,41,102,3561,22,18,413,1298,3254,26,20,M,F,25.42947459,23.46388316,50.2,44.9,0.17186,0.402529998,0,0.0078125,0,0.005480708,0.004830211,140.2640367,ref,0.039941767,0.073454797
10310,0,0,102,41,3561,18,22,413,3254,1298,20,26,F,M,23.46388316,25.42947459,44.9,50.2,0.402529998,0.17186,0,0.0078125,0,0.005480708,0.004830211,140.2640367,ref,0.073454797,0.039941767
4010,0,0,41,103,3562,22,31,472,1311,3286,26,33,M,M,25.42947459,23.48579692,50.2,45.6,0.17186,1.652060002,0,0.015625,0,0.009591239,0.010152302,219.7635093,ref,0.039941767,0.100322878
5495,0,0,103,41,3562,31,22,472,3286,1311,33,26,M,M,23.48579692,25.42947459,45.6,50.2,1.652060002,0.17186,0,0.015625,0,0.009591239,0.010152302,219.7635093,ref,0.100322878,0.039941767
4056,1,1,41,104,3563,22,18,413,1298,3318,26,25,M,M,25.42947459,21.67940081,50.2,48.4,0.17186,0.402529998,0,0.0078125,0,0.005480708,0.004830211,140.2640367,ref,0.039941767,0.072532288
10417,1,1,104,41,3563,18,22,413,3318,1298,25,26,M,M,21.67940081,25.42947459,48.4,50.2,0.402529998,0.17186,0,0.0078125,0,0.005480708,0.004830211,140.2640367,ref,0.072532288,0.039941767
4057,0,1,41,105,3564,22,22,463,1302,3350,26,24,M,M,25.42947459,24.60215404,50.2,49,0.17186,0.17186,0,0.5,0,NA,NA,0,ref,0.039941767,0.040864276
10524,1,0,105,41,3564,22,22,463,3350,1302,24,26,M,M,24.60215404,25.42947459,49,50.2,0.17186,0.17186,0,0.5,0,NA,NA,0,ref,0.040864276,0.039941767
4058,0,0,41,106,3565,22,32,473,1312,3382,26,33,M,M,25.42947459,22.93333333,50.2,50.5,0.17186,0.321590001,0,0.015625,0,0.006103516,0.005130607,188.4807682,ref,0.039941767,0.117720826
10631,0,0,106,41,3565,32,22,473,3382,1312,33,26,M,M,22.93333333,25.42947459,50.5,50.2,0.321590001,0.17186,0,0.015625,0,0.006103516,0.005130607,188.4807682,ref,0.117720826,0.039941767
4059,1,1,41,107,3566,22,6,167,1286,3414,26,20,M,M,25.42947459,22.15189873,50.2,54.5,0.17186,0.24648,0,0.125,0,0.12755102,0.105395047,98.95453501,ref,0.039941767,0.020107818
10738,1,1,107,41,3566,6,22,167,3414,1286,20,26,M,M,22.15189873,25.42947459,54.5,50.2,0.24648,0.17186,0,0.125,0,0.12755102,0.105395047,98.95453501,ref,0.020107818,0.039941767
4060,0,0,41,108,3567,22,2,53,1282,3446,26,24,M,F,25.42947459,21.9478738,50.2,53.9,0.17186,0.17122,0,0.0078125,0,0.003487723,0.002940593,3710.570037,ref,0.039941767,0.082615025
10845,0,0,108,41,3567,2,22,53,3446,1282,24,26,F,M,21.9478738,25.42947459,53.9,50.2,0.17122,0.17186,0,0.0078125,0,0.003487723,0.002940593,3710.570037,ref,0.082615025,0.039941767
4107,0,1,42,43,3568,15,22,365,1334,1359,50,44,M,F,25.20642329,22.71968369,54,49.7,0.323029999,0.17186,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.018450185,0.043905673
4426,0,0,43,42,3568,22,15,365,1359,1334,44,50,F,M,22.71968369,25.20642329,49.7,54,0.17186,0.323029999,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.043905673,0.018450185
4105,0,0,42,44,3569,15,3,76,1315,1391,50,21,M,F,25.20642329,22.6665875,54,53,0.323029999,0.18203,0,0,0,0.007575758,0.032216664,99.18165153,ref,0.018450185,0.069699896
4212,0,0,44,42,3569,3,15,76,1391,1315,21,50,F,M,22.6665875,25.20642329,53,54,0.18203,0.323029999,0,0,0,0.007575758,0.032216664,99.18165153,ref,0.069699896,0.018450185
4106,0,0,42,45,3570,15,16,359,1328,1423,50,59,M,M,25.20642329,22.69527123,54,65.3,0.323029999,0.552790001,0,0,0,0.002109375,0.009424136,189.5521037,ref,0.018450185,0.024907749
4319,0,0,45,42,3570,16,15,359,1423,1328,59,50,M,M,22.69527123,25.20642329,65.3,54,0.552790001,0.323029999,0,0,0,0.002109375,0.009424136,189.5521037,ref,0.024907749,0.018450185
4108,1,1,42,46,3571,15,17,360,1329,1455,50,54,M,M,25.20642329,22.55794194,54,50.6,0.323029999,0.332809999,0,0,0,0.002604167,0.01088239,302.4764454,ref,0.018450185,0.104012915
4533,0,1,46,42,3571,17,15,360,1455,1329,54,50,M,M,22.55794194,25.20642329,50.6,54,0.332809999,0.323029999,0,0,0,0.002604167,0.01088239,302.4764454,ref,0.104012915,0.018450185
4109,1,0,42,47,3572,15,30,373,1342,1487,50,26,M,M,25.20642329,25.01560874,54,49.7,0.323029999,0.566279999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.018450185,0.075465579
4640,0,1,47,42,3572,30,15,373,1487,1342,26,50,M,M,25.01560874,25.20642329,49.7,54,0.566279999,0.323029999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.075465579,0.018450185
4110,0,0,42,48,3573,15,1,15,1313,1519,50,22,M,F,25.20642329,25.24333836,54,52.1,0.323029999,0.19701,0,0,0,0.034469697,0.05043922,63.56099433,ref,0.018450185,0.060936059
4747,0,0,48,42,3573,1,15,15,1519,1313,22,50,F,M,25.24333836,25.20642329,52.1,54,0.19701,0.323029999,0,0,0,0.034469697,0.05043922,63.56099433,ref,0.060936059,0.018450185
4111,0,0,42,49,3574,15,18,361,1330,1551,50,53,M,M,25.20642329,21.98989237,54,45.5,0.323029999,0.402529998,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.018450185,0.107241697
4854,0,0,49,42,3574,18,15,361,1551,1330,53,50,M,M,21.98989237,25.20642329,45.5,54,0.402529998,0.323029999,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.107241697,0.018450185
4112,0,0,42,50,3575,15,30,373,1342,1583,50,19,M,F,25.20642329,23.29881657,54,57.4,0.323029999,0.566279999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.018450185,0.003401753
4961,0,0,50,42,3575,30,15,373,1583,1342,19,50,F,M,23.29881657,25.20642329,57.4,54,0.566279999,0.323029999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.003401753,0.018450185
4113,0,0,42,51,3576,15,3,76,1315,1615,50,19,M,F,25.20642329,23.48966659,54,50.3,0.323029999,0.18203,0,0,0,0.007575758,0.032216664,99.18165153,ref,0.018450185,0.069699896
5068,0,0,51,42,3576,3,15,76,1615,1315,19,50,F,M,23.48966659,25.20642329,50.3,54,0.18203,0.323029999,0,0,0,0.007575758,0.032216664,99.18165153,ref,0.069699896,0.018450185
4114,0,0,42,52,3577,15,13,321,1325,1647,50,24,M,M,25.20642329,24.61064488,54,47.1,0.323029999,0.18418,0,0,0,0.001666667,0.01438524,138.5207566,ref,0.018450185,0.073505247
5175,0,0,52,42,3577,13,15,321,1647,1325,24,50,M,M,24.61064488,25.20642329,47.1,54,0.18418,0.323029999,0,0,0,0.001666667,0.01438524,138.5207566,ref,0.073505247,0.018450185
4115,1,1,42,53,3578,15,19,362,1331,1679,50,73,M,M,25.20642329,20.98794298,54,50.5,0.323029999,0.16473,0,0,0,0.022222222,0.089541481,120.0749766,ref,0.018450185,0.091530212
5282,1,0,53,42,3578,19,15,362,1679,1331,73,50,M,M,20.98794298,25.20642329,50.5,54,0.16473,0.323029999,0,0,0,0.022222222,0.089541481,120.0749766,ref,0.091530212,0.018450185
4168,1,1,42,54,3579,15,15,358,1327,1711,50,24,M,M,25.20642329,21.96727804,54,53.1,0.323029999,0.323029999,0,0,0.5,NA,NA,0,ref,0.018450185,0
10953,1,1,54,42,3579,15,15,358,1711,1327,24,50,M,M,21.96727804,25.20642329,53.1,54,0.323029999,0.323029999,0,0,0.5,NA,NA,0,ref,0,0.018450185
4118,0,1,42,55,3580,15,20,363,1332,1743,50,38,M,M,25.20642329,25.33184519,54,57.4,0.323029999,0.851249997,0,0,0,0.001302083,0.005862307,315.0634857,ref,0.018450185,0.006226937
5603,0,0,55,42,3580,20,15,363,1743,1332,38,50,M,M,25.33184519,25.20642329,57.4,54,0.851249997,0.323029999,0,0,0,0.001302083,0.005862307,315.0634857,ref,0.006226937,0.018450185
4119,0,0,42,56,3581,15,9,235,1321,1775,50,22,M,F,25.20642329,24.06290928,54,49.8,0.323029999,1.118810005,0,0,0,0.007692308,0.032059789,96.15092303,ref,0.018450185,0.063472959
5710,0,0,56,42,3581,9,15,235,1775,1321,22,50,F,M,24.06290928,25.20642329,49.8,54,1.118810005,0.323029999,0,0,0,0.007692308,0.032059789,96.15092303,ref,0.063472959,0.018450185
4170,0,0,42,57,3582,15,21,364,1333,1807,50,23,M,M,25.20642329,15.88643347,54,57.9,0.323029999,0.07986,0,0,0,0.001302083,0.006088462,227.0352396,ref,0.018450185,0
11167,0,0,57,42,3582,21,15,364,1807,1333,23,50,M,M,15.88643347,25.20642329,57.9,54,0.07986,0.323029999,0,0,0,0.001302083,0.006088462,227.0352396,ref,0,0.018450185
4120,0,0,42,58,3583,15,31,374,1343,1839,50,25,M,F,25.20642329,31.52017475,54,50.1,0.323029999,1.652060002,0,0,0,0.003320313,0.015348876,120.2164714,ref,0.018450185,0.015682657
5817,0,0,58,42,3583,31,15,374,1839,1343,25,50,F,M,31.52017475,25.20642329,50.1,54,1.652060002,0.323029999,0,0,0,0.003320313,0.015348876,120.2164714,ref,0.015682657,0.018450185
4121,0,1,42,59,3584,15,22,365,1334,1871,50,48,M,M,25.20642329,22.53592684,54,49.1,0.323029999,0.17186,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.018450185,0.032287823
5924,0,0,59,42,3584,22,15,365,1871,1334,48,50,M,M,22.53592684,25.20642329,49.1,54,0.17186,0.323029999,0,0,0,0.00046503,0.001986001,134.8925498,ref,0.032287823,0.018450185
4122,1,0,42,60,3585,15,24,367,1336,1903,50,19,M,F,25.20642329,26.02909,54,48.3,0.323029999,5.259309977,0,0,0,0.002604167,0.01088239,322.0947066,ref,0.018450185,0.066535978
6031,0,0,60,42,3585,24,15,367,1903,1336,19,50,F,M,26.02909,25.20642329,48.3,54,5.259309977,0.323029999,0,0,0,0.002604167,0.01088239,322.0947066,ref,0.066535978,0.018450185
4123,0,0,42,61,3586,15,16,359,1328,1935,50,47,M,F,25.20642329,23.3155615,54,55.3,0.323029999,0.552790001,0,0,0,0.002109375,0.009424136,189.5521037,ref,0.018450185,0.106319188
6138,0,0,61,42,3586,16,15,359,1935,1328,47,50,F,M,23.3155615,25.20642329,55.3,54,0.552790001,0.323029999,0,0,0,0.002109375,0.009424136,189.5521037,ref,0.106319188,0.018450185
4124,0,0,42,62,3587,15,16,359,1328,1967,50,19,M,F,25.20642329,28.43247288,54,67,0.323029999,0.552790001,0,0,0,0.002109375,0.009424136,189.5521037,ref,0.018450185,0.068380996
6245,0,0,62,42,3587,16,15,359,1967,1328,19,50,F,M,28.43247288,25.20642329,67,54,0.552790001,0.323029999,0,0,0,0.002109375,0.009424136,189.5521037,ref,0.068380996,0.018450185
4125,1,1,42,63,3588,15,15,358,1327,1999,50,27,M,F,25.20642329,30.40403585,54,52.6,0.323029999,0.323029999,0,0.5,0,NA,NA,0,ref,0.018450185,0.024835678
6352,1,1,63,42,3588,15,15,358,1999,1327,27,50,F,M,30.40403585,25.20642329,52.6,54,0.323029999,0.323029999,0,0.5,0,NA,NA,0,ref,0.024835678,0.018450185
4126,0,0,42,64,3589,15,27,370,1339,2031,50,24,M,F,25.20642329,22.79666192,54,58.9,0.323029999,0.372609999,0,0,0,0.00140625,0.00603755,122.8861261,ref,0.018450185,0.071148524
6459,0,0,64,42,3589,27,15,370,2031,1339,24,50,F,M,22.79666192,25.20642329,58.9,54,0.372609999,0.323029999,0,0,0,0.00140625,0.00603755,122.8861261,ref,0.071148524,0.018450185
4127,0,0,42,65,3590,15,28,371,1340,2063,50,49,M,F,25.20642329,28.11280207,54,46.5,0.323029999,0.739500001,0,0,0,0.001041667,0.006987712,128.3900308,ref,0.018450185,0.049037131
6566,0,0,65,42,3590,28,15,371,2063,1340,49,50,F,M,28.11280207,25.20642329,46.5,54,0.739500001,0.323029999,0,0,0,0.001041667,0.006987712,128.3900308,ref,0.049037131,0.018450185
4128,0,1,42,66,3591,15,5,133,1317,2095,50,43,M,F,25.20642329,25.83221224,54,50,0.323029999,0.314460001,1,0,0,0.002083333,0.010109951,110.6390528,ref,0.018450185,0.051804659
6673,0,1,66,42,3591,5,15,133,2095,1317,43,50,F,M,25.83221224,25.20642329,50,54,0.314460001,0.323029999,1,0,0,0.002083333,0.010109951,110.6390528,ref,0.051804659,0.018450185
4129,0,0,42,67,3592,15,1,15,1313,2127,50,44,M,F,25.20642329,27.75314343,54,49,0.323029999,0.19701,0,0,0,0.034469697,0.05043922,63.56099433,ref,0.018450185,0.117259571
6780,0,0,67,42,3592,1,15,15,2127,1313,44,50,F,M,27.75314343,25.20642329,49,54,0.19701,0.323029999,0,0,0,0.034469697,0.05043922,63.56099433,ref,0.117259571,0.018450185
4130,0,0,42,68,3593,15,23,366,1335,2159,50,34,M,M,25.20642329,22.38251041,54,55.9,0.323029999,2.34056999,0,0,0,0.00078125,0.003264717,287.3360402,ref,0.018450185,0.017066421
6887,0,0,68,42,3593,23,15,366,2159,1335,34,50,M,M,22.38251041,25.20642329,55.9,54,2.34056999,0.323029999,0,0,0,0.00078125,0.003264717,287.3360402,ref,0.017066421,0.018450185
4131,0,0,42,69,3594,15,18,361,1330,2191,50,29,M,F,25.20642329,25.4296875,54,52.4,0.323029999,0.402529998,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.018450185,0.074377306
6994,0,0,69,42,3594,18,15,361,2191,1330,29,50,F,M,25.4296875,25.20642329,52.4,54,0.402529998,0.323029999,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.074377306,0.018450185
4132,0,0,42,70,3595,15,26,369,1338,2223,50,19,M,F,25.20642329,21.85644952,54,56.2,0.323029999,0.31169,0,0,0,0.009166667,0.038021894,161.9876539,ref,0.018450185,0.078924988
7101,0,1,70,42,3595,26,15,369,2223,1338,19,50,F,M,21.85644952,25.20642329,56.2,54,0.31169,0.323029999,0,0,0,0.009166667,0.038021894,161.9876539,ref,0.078924988,0.018450185
4134,0,0,42,71,3596,15,1,15,1313,2255,50,35,M,M,25.20642329,21.86187482,54,53.1,0.323029999,0.19701,0,0,0,0.034469697,0.05043922,63.56099433,ref,0.018450185,0.001845018
7315,0,1,71,42,3596,1,15,15,2255,1313,35,50,M,M,21.86187482,25.20642329,53.1,54,0.19701,0.323029999,0,0,0,0.034469697,0.05043922,63.56099433,ref,0.001845018,0.018450185
4135,0,1,42,72,3597,15,24,367,1336,2287,50,46,M,M,25.20642329,29.82552801,54,52,0.323029999,5.259309977,0,0,0,0.002604167,0.01088239,322.0947066,ref,0.018450185,0.023062731
7422,1,1,72,42,3597,24,15,367,2287,1336,46,50,M,M,29.82552801,25.20642329,52,54,5.259309977,0.323029999,0,0,0,0.002604167,0.01088239,322.0947066,ref,0.023062731,0.018450185
4136,0,0,42,73,3598,15,13,321,1325,2319,50,26,M,M,25.20642329,22.9530524,54,46.8,0.323029999,0.18418,0,0,0,0.001666667,0.01438524,138.5207566,ref,0.018450185,0.073505247
7529,0,0,73,42,3598,13,15,321,2319,1325,26,50,M,M,22.9530524,25.20642329,46.8,54,0.18418,0.323029999,0,0,0,0.001666667,0.01438524,138.5207566,ref,0.073505247,0.018450185
4137,0,1,42,74,3599,15,25,368,1337,2351,50,34,M,F,25.20642329,26.39815807,54,50.6,0.323029999,0.608060002,0,0,0,0.001302083,0.005594647,60.44005295,ref,0.018450185,0.077144834
7636,0,0,74,42,3599,25,15,368,2351,1337,34,50,F,M,26.39815807,25.20642329,50.6,54,0.608060002,0.323029999,0,0,0,0.001302083,0.005594647,60.44005295,ref,0.077144834,0.018450185
4138,0,1,42,75,3600,15,19,362,1331,2383,50,69,M,F,25.20642329,20.59453032,54,57.3,0.323029999,0.16473,0,0,0,0.022222222,0.089541481,120.0749766,ref,0.018450185,0.125461255
7743,0,0,75,42,3600,19,15,362,2383,1331,69,50,F,M,20.59453032,25.20642329,57.3,54,0.16473,0.323029999,0,0,0,0.022222222,0.089541481,120.0749766,ref,0.125461255,0.018450185
4139,0,1,42,76,3601,15,11,280,1323,2415,50,32,M,F,25.20642329,28.69556545,54,46.7,0.323029999,0.271620001,0,0,0,0.004166667,0.017411825,34.13209633,ref,0.018450185,0.012915129
7850,0,0,76,42,3601,11,15,280,2415,1323,32,50,F,M,28.69556545,25.20642329,46.7,54,0.271620001,0.323029999,0,0,0,0.004166667,0.017411825,34.13209633,ref,0.012915129,0.018450185
4140,0,0,42,77,3602,15,28,371,1340,2447,50,33,M,M,25.20642329,25.70377449,54,48,0.323029999,0.739500001,0,0,0,0.001041667,0.006987712,128.3900308,ref,0.018450185,0.000864852
7957,0,0,77,42,3602,28,15,371,2447,1340,33,50,M,M,25.70377449,25.20642329,48,54,0.739500001,0.323029999,0,0,0,0.001041667,0.006987712,128.3900308,ref,0.000864852,0.018450185
4141,0,0,42,78,3603,15,19,362,1331,2479,50,36,M,M,25.20642329,23.40753301,54,52.2,0.323029999,0.16473,0,0,0,0.022222222,0.089541481,120.0749766,ref,0.018450185,0.111263261
8064,0,0,78,42,3603,19,15,362,2479,1331,36,50,M,M,23.40753301,25.20642329,52.2,54,0.16473,0.323029999,0,0,0,0.022222222,0.089541481,120.0749766,ref,0.111263261,0.018450185
4142,0,0,42,79,3604,15,30,373,1342,2511,50,18,M,F,25.20642329,23.60497173,54,50.3,0.323029999,0.566279999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.018450185,0.072698051
8171,0,0,79,42,3604,30,15,373,2511,1342,18,50,F,M,23.60497173,25.20642329,50.3,54,0.566279999,0.323029999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.072698051,0.018450185
4143,0,0,42,80,3605,15,18,361,1330,2543,50,36,M,M,25.20642329,23.85951517,54,49.2,0.323029999,0.402529998,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.018450185,0.014760148
8278,0,0,80,42,3605,18,15,361,2543,1330,36,50,M,M,23.85951517,25.20642329,49.2,54,0.402529998,0.323029999,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.014760148,0.018450185
4144,0,0,42,81,3606,15,7,186,1319,2575,50,36,M,F,25.20642329,22.2368401,54,49.1,0.323029999,0.049,0,0,0,0.001302083,0.006088462,403.7288694,ref,0.018450185,0.064287362
8385,0,0,81,42,3606,7,15,186,2575,1319,36,50,F,M,22.2368401,25.20642329,49.1,54,0.049,0.323029999,0,0,0,0.001302083,0.006088462,403.7288694,ref,0.064287362,0.018450185
4145,0,1,42,82,3607,15,25,368,1337,2607,50,36,M,M,25.20642329,25.68211703,54,48.4,0.323029999,0.608060002,0,0,0,0.001302083,0.005594647,60.44005295,ref,0.018450185,0.009225092
8492,1,0,82,42,3607,25,15,368,2607,1337,36,50,M,M,25.68211703,25.20642329,48.4,54,0.608060002,0.323029999,0,0,0,0.001302083,0.005594647,60.44005295,ref,0.009225092,0.018450185
4146,0,0,42,83,3608,15,10,258,1322,2639,50,31,M,F,25.20642329,25.69504876,54,53.8,0.323029999,0.65041,0,0,0,0.003472222,0.017176768,4164.965426,ref,0.018450185,0.081692516
8599,0,0,83,42,3608,10,15,258,2639,1322,31,50,F,M,25.69504876,25.20642329,53.8,54,0.65041,0.323029999,0,0,0,0.003472222,0.017176768,4164.965426,ref,0.081692516,0.018450185
4147,0,1,42,84,3609,15,26,369,1338,2671,50,54,M,F,25.20642329,25.2999164,54,59.7,0.323029999,0.31169,0,0,0,0.009166667,0.038021894,161.9876539,ref,0.018450185,0.122794626
8706,1,0,84,42,3609,26,15,369,2671,1338,54,50,F,M,25.2999164,25.20642329,59.7,54,0.31169,0.323029999,0,0,0,0.009166667,0.038021894,161.9876539,ref,0.122794626,0.018450185
466,0,NA,85,42,3610,27,15,370,2703,1339,28,50,M,M,24.40647114,25.20642329,43.4,54,0.372609999,0.323029999,0,0,0,0.00140625,0.00603755,122.8861261,ref,0.014817804,0.018450185
4071,NA,0,42,85,3610,15,27,370,1339,2703,50,28,M,M,25.20642329,24.40647114,54,43.4,0.323029999,0.372609999,0,0,0,0.00140625,0.00603755,122.8861261,ref,0.018450185,0.014817804
4148,0,0,42,86,3611,15,28,371,1340,2735,50,65,M,M,25.20642329,21.36859137,54,54.4,0.323029999,0.739500001,0,0,0.0625,0.001041667,0.006987712,128.3900308,ref,0.018450185,0.010493542
8813,0,0,86,42,3611,28,15,371,2735,1340,65,50,M,M,21.36859137,25.20642329,54.4,54,0.739500001,0.323029999,0,0,0.0625,0.001041667,0.006987712,128.3900308,ref,0.010493542,0.018450185
4149,1,1,42,87,3612,15,15,358,1327,2767,50,48,M,F,25.20642329,32.20024674,54,60.9,0.323029999,0.323029999,0,0,1,NA,NA,0,ref,0.018450185,0.021996079
8920,1,1,87,42,3612,15,15,358,2767,1327,48,50,F,M,32.20024674,25.20642329,60.9,54,0.323029999,0.323029999,0,0,1,NA,NA,0,ref,0.021996079,0.018450185
4150,0,1,42,88,3613,15,18,361,1330,2799,50,52,M,F,25.20642329,22.57777778,54,45.3,0.323029999,0.402529998,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.018450185,0.034132841
9027,0,0,88,42,3613,18,15,361,2799,1330,52,50,F,M,22.57777778,25.20642329,45.3,54,0.402529998,0.323029999,0,0,0,0.002046131,0.009132557,241.8139781,ref,0.034132841,0.018450185
4151,0,0,42,89,3614,15,13,321,1325,2831,50,20,M,M,25.20642329,22.16573193,54,44.3,0.323029999,0.18418,0,0,0,0.001666667,0.01438524,138.5207566,ref,0.018450185,0.018334871
9134,0,0,89,42,3614,13,15,321,2831,1325,20,50,M,M,22.16573193,25.20642329,44.3,54,0.18418,0.323029999,0,0,0,0.001666667,0.01438524,138.5207566,ref,0.018334871,0.018450185
4152,0,0,42,90,3615,15,12,301,1324,2863,50,29,M,F,25.20642329,25.5426795,54,48.3,0.323029999,0.566839998,0,0,0,0.002604167,0.01088239,643.6551872,ref,0.018450185,0.020698801
9241,0,0,90,42,3615,12,15,301,2863,1324,29,50,F,M,25.5426795,25.20642329,48.3,54,0.566839998,0.323029999,0,0,0,0.002604167,0.01088239,643.6551872,ref,0.020698801,0.018450185
4153,0,0,42,91,3616,15,6,160,1318,2895,50,40,M,M,25.20642329,23.44558645,54,47.7,0.323029999,0.24648,0,0,0,0.000744048,0.003677785,36.05551275,ref,0.018450185,0.001845018
9348,0,0,91,42,3616,6,15,160,2895,1318,40,50,M,M,23.44558645,25.20642329,47.7,54,0.24648,0.323029999,0,0,0,0.000744048,0.003677785,36.05551275,ref,0.001845018,0.018450185
4154,0,0,42,92,3617,15,29,372,1341,2927,50,26,M,M,25.20642329,22.0585864,54,50.9,0.323029999,0.1442,0,0,0,0.004427083,0.018831386,163.4778272,ref,0.018450185,0.070968346
9455,0,0,92,42,3617,29,15,372,2927,1341,26,50,M,M,22.0585864,25.20642329,50.9,54,0.1442,0.323029999,0,0,0,0.004427083,0.018831386,163.4778272,ref,0.070968346,0.018450185
4155,0,0,42,93,3618,15,30,373,1342,2959,50,31,M,M,25.20642329,22.61451166,54,47.3,0.323029999,0.566279999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.018450185,0.07362056
9562,0,0,93,42,3618,30,15,373,2959,1342,31,50,M,M,22.61451166,25.20642329,47.3,54,0.566279999,0.323029999,0,0,0,0.005637255,0.026285096,94.59386872,ref,0.07362056,0.018450185
